                 res               x                y               z
            52.28444       343.47134       -593.60864     -1654.97058
            12.58300        81.48099       1843.89160     -1566.24976
            24.50908        44.11501       1816.77686     -1579.70361
            64.39421        47.20386       -226.51187     -1807.60669
            15.60820       161.14565       1686.63391     -1472.30017
            33.27204       378.41824      -1184.38928     -1721.75269
            33.27204       368.60364      -1231.87903     -1745.90894
            29.85801        34.67241       -819.58875     -2027.22742
             5.60383         4.34300       1931.43787     -1388.00281
            25.61128       354.15939        -42.43225     -1592.66931
             8.25640        45.77080        541.63062     -1702.37781
            31.77804       126.51598       1348.20618     -1684.90405
            27.38342       101.25711       1332.23560     -1697.89209
            31.77804        70.81059       1350.78906     -1693.42358
             4.78920        43.97847        879.98364      -965.49548
           275.06201       283.43469       -153.38751     -1988.90039
             7.90335       124.29344        421.92908     -1416.62903
            49.42794       350.59909      -1596.28101     -1891.04944
             9.05473       381.03625        843.68274     -1575.89636
            31.90706       341.49026        367.09668     -1731.22668
             5.47539       288.87854        509.10953     -1672.96509
            16.08621        73.01016      -1950.61792     -1404.64343
            77.73100       190.46851       1495.90698     -1703.76929
            70.69669       208.22903       1511.09705     -1680.70569
            72.90938       378.34402      -1669.80005     -1623.15088
            51.49920       299.94772      -1329.36401     -1565.64807
           317.09256       237.47821       -341.46494     -1986.41211
           137.36519       348.85260      -1825.14209     -1213.30359
            11.87022        94.61799        336.51785     -1566.67749
             6.00837       110.44006       1117.26685     -1660.35632
            35.77419       339.06421      -1173.00940     -1644.90271
            36.93054       399.87817      -1097.60815     -1769.23584
            31.74371       207.48665       -791.99786     -1757.84546
            32.82307       139.80717       -924.54895     -1754.39148
            35.65759       181.68945       1315.08813     -1677.42542
            30.31703       208.43393       1325.32751     -1650.53430
            29.26610        51.86985       -935.09741     -1936.27271
            14.06577       270.69461        467.44476     -1745.77673
            11.11496        12.97003       1300.16284     -1676.95825
            42.58362       399.93515      -1958.27051     -1599.18945
           108.77455       317.35349       -165.72781     -1823.15466
             5.46147        30.26700        803.59583     -1517.56226
            46.44952       296.50916        643.06927     -1839.51685
            27.05872       260.60220      -1123.24170     -1903.67151
            48.97875       308.20682       -430.85617     -1616.22363
            72.42484        31.77492      -1550.16284     -1160.33887
            65.69860       112.48596      -1472.72339     -1050.05078
             8.02514       143.04442      -1135.17310      -536.86304
           137.36519       386.66061      -1783.21448     -1081.39795
             2.99222       314.04065        902.42108     -1246.57788
            28.47025       247.03995      -1044.19482     -1781.68518
            67.17593       343.58542        423.18304     -1892.55945
             3.73326       233.22003       1354.05322     -1392.74646
             3.10865       327.64276       1634.71436     -1104.15417
             2.82699       371.03275       1699.68481      -867.87677
            19.99369       271.65411        565.14685     -1818.61182
